REPORT_DATE
-------------------
2020-11-06T11:45:41
PDB: FRSTPROD
---
TABLE_NAME                     OWNER.INDEX_NAME                      SAVING %         CURRENT SIZE       ESTIMATED SIZE  COMMAND
T_CM_BASEBASE                  THH_C4C.PERFTCMBBX6                    43.5 %               21.3 MB              12.0 MB  ALTER INDEX thh_c4c.perftcmbbx6 REBUILD ONLINE;
FACT_MEMBER_DIAGNOSIS          THH_C4C.FACT_MEMBER_DIAGNOSIS_INDEX    51.2 %               20.5 MB              10.0 MB  ALTER INDEX thh_c4c.fact_member_diagnosis_index1 REBUILD ONLINE;
T_TSK_BASE                     THH_C4C.UK_TSKBASE_NAM                 25.3 %               20.1 MB              15.0 MB  ALTER INDEX thh_c4c.uk_tskbase_nam REBUILD ONLINE;
T_CM_BASEBASE                  THH_C4C.PERFTCMBBX7                    44.0 %               19.6 MB              11.0 MB  ALTER INDEX thh_c4c.perftcmbbx7 REBUILD ONLINE;
T_CM_BASEBASE                  THH_C4C.IX_CMBB_C4C_ID_RS              41.7 %               18.9 MB              11.0 MB  ALTER INDEX thh_c4c.ix_cmbb_c4c_id_rs REBUILD ONLINE;
T_LNGSLIST                     THH_C4C.IX_LLT_UNIVID                  25.2 %               18.7 MB              14.0 MB  ALTER INDEX thh_c4c.ix_llt_univid REBUILD ONLINE;
FACT_MEMBER_DIAGNOSIS          THH_C4C.FACT_MEMBER_DIAGNOSIS_INDEX    44.6 %               18.1 MB              10.0 MB  ALTER INDEX thh_c4c.fact_member_diagnosis_index2 REBUILD ONLINE;
T_CM_BASEBASE                  THH_C4C.IX_CMBB_ORIGCRTR_MEMB          37.3 %               17.5 MB              11.0 MB  ALTER INDEX thh_c4c.ix_cmbb_origcrtr_memb REBUILD ONLINE;
T_CM_BASEBASE                  THH_C4C.IX_CASE_OWNR_OBJSTT_TNFR       38.2 %               16.2 MB              10.0 MB  ALTER INDEX thh_c4c.ix_case_ownr_objstt_tnfr REBUILD ONLINE;
MV_MEMBDIAGSENS                THH_C4C.IX_MV_MEMBDIAGSENS             60.9 %               15.3 MB               6.0 MB  ALTER INDEX thh_c4c.ix_mv_membdiagsens REBUILD ONLINE;
T_CM_BASEBASE                  THH_C4C.IX_CMBS_MEMB_ID                27.8 %               15.2 MB              11.0 MB  ALTER INDEX thh_c4c.ix_cmbs_memb_id REBUILD ONLINE;
T_CM_BASEBASE                  THH_C4C.IX_CMBB_ORIGCRTR_ID            26.6 %               15.0 MB              11.0 MB  ALTER INDEX thh_c4c.ix_cmbb_origcrtr_id REBUILD ONLINE;
MV_MEMBDIAG                    THH_C4C.IX_MV_MEMBDIAG                 64.1 %               13.9 MB               5.0 MB  ALTER INDEX thh_c4c.ix_mv_membdiag REBUILD ONLINE;
FACT_CASE                      THH_C4C.FACT_CASE_NDX_OWNER_ID         77.1 %               13.1 MB               3.0 MB  ALTER INDEX thh_c4c.fact_case_ndx_owner_id REBUILD ONLINE;
FACT_TASK                      THH_C4C.FACT_TASK_NDX_CASE_ID          51.4 %               12.3 MB               6.0 MB  ALTER INDEX thh_c4c.fact_task_ndx_case_id REBUILD ONLINE;
T_INSCPRSRGRP                  THH_C4C.IX_IPGP_CLASSTYPE              83.0 %               11.8 MB               2.0 MB  ALTER INDEX thh_c4c.ix_ipgp_classtype REBUILD ONLINE;
